    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_94: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_95: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_96: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_97: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_98: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_99: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_100: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_101: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_102: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_103: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_104: no tests
    custom_components.ev_trip_planner.x_async_setup_entry__mutmut_105: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_1: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_2: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_3: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_4: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_5: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_6: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_7: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_8: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_9: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_10: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_11: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_12: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_13: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_14: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_15: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_16: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_17: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_18: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_19: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_20: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_21: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_22: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_23: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_24: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_25: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_26: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_27: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_28: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_29: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_30: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_31: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_32: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_33: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_34: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_35: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_36: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_37: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_38: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_39: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_40: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_41: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_42: no tests
    custom_components.ev_trip_planner.x_async_unload_entry__mutmut_43: no tests
    custom_components.ev_trip_planner.x_async_remove_entry__mutmut_1: no tests
    custom_components.ev_trip_planner.x_async_remove_entry__mutmut_2: no tests
    custom_components.ev_trip_planner.x_async_remove_entry__mutmut_3: no tests
    custom_components.ev_trip_planner.x_async_remove_entry__mutmut_4: no tests
    custom_components.ev_trip_planner.panel.x_build_panel_config__mutmut_1: killed
    custom_components.ev_trip_planner.panel.x_build_panel_config__mutmut_2: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_1: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_2: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_3: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_4: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_5: survived
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_6: survived
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_7: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_8: survived
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_9: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_10: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_11: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_12: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_13: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_14: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_15: killed
    custom_components.ev_trip_planner.panel.x_build_module_url__mutmut_16: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_1: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_2: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_3: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_4: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_5: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_6: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_7: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_8: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_9: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_10: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_11: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_12: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_13: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_14: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_15: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_16: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_17: killed
    custom_components.ev_trip_planner.panel.x_build_panel_kwargs__mutmut_18: killed
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_1: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_2: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_3: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_4: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_5: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_6: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_7: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_8: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_9: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_10: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_11: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_12: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_13: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_14: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_15: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_16: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_17: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_18: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_19: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_20: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_21: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_22: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_23: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_24: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_25: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_26: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_27: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_28: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_29: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_30: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_31: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_32: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_33: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_34: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_35: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_36: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_37: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_38: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_39: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_40: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_41: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_42: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_43: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_44: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_45: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_46: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_47: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_48: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_49: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_50: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_51: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_52: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_53: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_54: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_55: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_56: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_57: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_58: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_59: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_60: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_61: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_62: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_63: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_64: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_65: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_66: no tests
    custom_components.ev_trip_planner.panel.x_async_register_panel__mutmut_67: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_1: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_2: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_3: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_4: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_5: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_6: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_7: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_8: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_9: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_10: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_11: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_12: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_13: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_14: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_15: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_16: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_17: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_18: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_19: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_20: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_21: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_22: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_23: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_24: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_25: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_26: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_27: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_28: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_29: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_30: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_31: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_32: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_33: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_34: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_35: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_36: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_37: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_38: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_39: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_40: no tests
    custom_components.ev_trip_planner.panel.x_async_unregister_panel__mutmut_41: no tests
    custom_components.ev_trip_planner.panel.x__store_vehicle_panel_mapping__mutmut_1: no tests
